Job_Type,Quantity,Color_Type (BW / Full Color),Material_Type,Requested_Deadline_Date,Order_Request_Date,Current_Queued_Jobs_Count,Active_Machines_Count,Total_Machines_Count,Available_Staff_Count,Total_Staff_Count,Delay_Risk_Level
Flyers,,Full Color,Vinyl,2022-10-24,2022-10-20,160,4,5,8,9,Low
Business Cards,625,Full Color,Vinyl,2024-01-12,2024-01-08,133,5,6,10,12,Medium
Business Cards,,BW,Glossy Paper,2022-09-12,2022-09-10,67,5,6,10,12,Low
,,BW,Vinyl,2021-10-28,2021-10-25,36,5,7,11,13,High
Business Cards,,,Canvas,2017-10-13,2017-10-12,112,4,6,11,12,Low
Banners,,Full Color,Matte Paper,2016-06-04,2016-05-30,40,7,9,11,13,Medium
,457,Full Color,Canvas,2021-05-01,2021-04-24,189,5,6,11,12,Medium
Stickers,728,Full Color,Cardboard,2017-06-15,2017-06-14,154,5,7,8,9,High
Flyers,,,Glossy Paper,2017-05-04,2017-05-01,109,5,7,10,11,Medium
Stickers,405,BW,Cardboard,2022-07-04,2022-06-30,38,5,6,9,10,Low
Banners,,Full Color,,2021-08-27,2021-08-24,36,4,5,9,11,Medium
Banners,,,Vinyl,2025-12-15,2025-12-14,118,4,6,11,12,High
Business Cards,994,Full Color,Matte Paper,2022-07-06,2022-07-01,65,6,8,10,11,
Stickers,884,BW,Glossy Paper,2019-06-28,2019-06-25,44,3,4,11,12,
Stickers,,Full Color,Glossy Paper,2025-09-15,2025-09-11,125,3,4,8,9,Medium
Flyers,78,BW,Cardboard,2018-12-12,2018-12-11,107,3,4,11,13,Low
Posters,,Full Color,Cardboard,2017-12-04,2017-12-02,75,3,4,8,10,Low
,,Full Color,Vinyl,2015-10-16,2015-10-12,61,6,7,9,10,Low
Flyers,667,BW,Vinyl,2015-01-17,2015-01-12,139,5,7,10,12,High
Business Cards,506,Full Color,Vinyl,2024-04-03,2024-03-27,87,5,7,9,11,High
Flyers,550,BW,Cardboard,2024-02-09,2024-02-07,183,3,5,10,11,High
Brochures,,BW,Vinyl,2017-01-26,2017-01-23,36,5,7,11,13,
Flyers,925,BW,Cardboard,2022-08-09,2022-08-06,43,5,6,10,11,High
Brochures,,Full Color,Vinyl,2015-04-01,2015-03-31,92,4,5,9,10,Medium
Business Cards,624,Full Color,Canvas,2025-12-12,2025-12-07,23,5,7,9,11,High
Brochures,,BW,Cardboard,2019-06-16,2019-06-14,154,4,5,10,11,Medium
Brochures,,BW,Matte Paper,2016-02-28,2016-02-22,45,5,7,10,12,Low
Flyers,168,BW,Glossy Paper,2016-09-11,2016-09-08,61,5,7,10,12,Medium
Brochures,812,Full Color,Matte Paper,2023-12-19,2023-12-12,103,3,5,9,10,High
,,BW,Vinyl,2024-10-14,2024-10-12,177,4,6,11,13,Medium
Business Cards,,Full Color,Matte Paper,2019-02-27,2019-02-25,20,5,7,8,10,Medium
Stickers,692,Full Color,Glossy Paper,2016-02-20,2016-02-17,42,5,7,10,12,
Stickers,,BW,Cardboard,2017-01-02,2016-12-29,75,6,7,10,11,Medium
Flyers,891,BW,Canvas,2023-06-01,2023-05-27,97,5,6,9,11,Low
Business Cards,,Full Color,Vinyl,2016-11-07,2016-11-06,178,4,6,11,13,High
,,Full Color,Vinyl,2020-03-09,2020-03-07,100,3,5,10,11,High
Stickers,786,Full Color,Glossy Paper,2023-02-16,2023-02-15,55,5,7,10,12,Low
Flyers,,Full Color,Cardboard,2025-04-21,2025-04-18,154,3,4,10,12,High
Flyers,,Full Color,Vinyl,2019-04-24,2019-04-21,52,5,6,11,13,Low
Banners,277,,Canvas,2017-10-07,2017-10-05,139,6,7,10,12,Medium
Banners,,Full Color,Cardboard,2020-11-20,2020-11-13,82,5,7,9,11,
Stickers,847,BW,Vinyl,2023-12-13,2023-12-06,169,4,5,9,10,Low
Stickers,,Full Color,Canvas,2025-07-23,2025-07-18,,5,7,8,10,High
Stickers,,Full Color,Canvas,2025-04-25,2025-04-24,177,5,6,9,10,Low
Stickers,,BW,Vinyl,2021-05-20,2021-05-15,,5,7,12,13,High
Posters,,Full Color,Canvas,2022-12-25,2022-12-24,145,6,8,10,11,Medium
Stickers,,,Vinyl,2019-12-28,2019-12-27,,4,6,11,13,High
Business Cards,,Full Color,Matte Paper,2025-10-28,2025-10-27,108,7,8,9,11,Low
Posters,76,Full Color,Glossy Paper,2016-08-24,2016-08-18,166,6,7,10,11,High
Flyers,,Full Color,Canvas,2018-09-28,2018-09-27,55,4,5,12,14,High
Flyers,229,Full Color,,2016-12-04,2016-11-29,35,3,5,8,10,High
Brochures,971,BW,Canvas,2021-02-05,2021-02-02,6,3,5,10,11,High
Posters,,Full Color,Canvas,2016-02-04,2016-01-31,109,3,4,11,12,Medium
Brochures,201,BW,Glossy Paper,2024-01-23,2024-01-18,24,3,4,11,13,Low
Brochures,,,Glossy Paper,2015-03-20,2015-03-17,0,5,7,11,12,Low
Stickers,589,Full Color,Vinyl,2021-11-08,2021-11-07,13,3,5,11,13,Low
Posters,101,Full Color,,2016-12-22,2016-12-18,98,4,5,10,11,High
Flyers,,,Matte Paper,2024-06-24,2024-06-17,187,6,8,9,11,Medium
Brochures,766,BW,,2017-05-04,2017-04-30,3,3,4,10,12,High
,687,Full Color,Cardboard,2018-10-24,2018-10-22,68,6,7,12,14,Medium
Business Cards,517,,Glossy Paper,2023-08-12,2023-08-07,81,4,6,10,11,High
Stickers,,Full Color,Vinyl,2016-02-03,2016-01-31,145,3,4,9,11,Low
,,BW,Glossy Paper,2023-03-16,2023-03-15,193,5,6,10,12,High
Stickers,863,Full Color,Cardboard,2019-02-04,2019-02-01,,5,7,10,12,Medium
Brochures,322,BW,Cardboard,2024-12-19,2024-12-15,,6,7,9,10,Low
Stickers,,,Matte Paper,2018-03-20,2018-03-13,122,5,6,10,11,Medium
Stickers,406,Full Color,Matte Paper,2017-11-29,2017-11-28,172,6,8,10,11,High
,,BW,Vinyl,2025-04-27,2025-04-22,126,4,6,10,11,Low
Brochures,546,Full Color,Vinyl,2018-04-26,2018-04-24,123,4,5,9,10,Low
Flyers,112,BW,Cardboard,2021-09-18,2021-09-11,56,6,7,9,11,Medium
Posters,,Full Color,Cardboard,2016-10-02,2016-09-25,19,6,8,10,11,Low
Banners,,BW,Matte Paper,2023-11-14,2023-11-09,95,7,9,10,11,High
Business Cards,863,BW,Canvas,2017-01-09,2017-01-02,154,5,6,9,10,Medium
Brochures,433,Full Color,Glossy Paper,2025-09-22,2025-09-19,168,4,5,9,10,Medium
Banners,,Full Color,Canvas,2017-01-22,2017-01-20,124,6,7,9,11,
Brochures,,Full Color,Vinyl,2023-06-12,2023-06-08,73,4,5,10,12,
,256,BW,Canvas,2017-08-13,2017-08-11,,6,8,12,13,Medium
Stickers,,Full Color,,2023-02-12,2023-02-08,115,6,8,11,13,
Flyers,,BW,Vinyl,2024-01-20,2024-01-15,194,5,7,11,13,Medium
Business Cards,,BW,Cardboard,2018-04-19,2018-04-12,69,6,8,10,12,
Stickers,,Full Color,Canvas,2018-04-11,2018-04-06,109,6,7,10,12,Medium
Banners,126,Full Color,Vinyl,2018-11-19,2018-11-17,82,3,5,9,10,Low
Business Cards,455,Full Color,Cardboard,2022-10-15,2022-10-13,180,6,7,10,12,Medium
Flyers,447,BW,Vinyl,2018-05-04,2018-05-02,134,5,6,10,12,Medium
Stickers,272,BW,Glossy Paper,2020-09-12,2020-09-07,38,6,8,10,12,Medium
Banners,,Full Color,Canvas,2018-12-21,2018-12-16,116,4,6,10,11,
Stickers,653,Full Color,Matte Paper,2025-03-11,2025-03-08,172,6,7,8,9,Low
Brochures,687,Full Color,Matte Paper,2020-02-05,2020-01-31,121,4,6,9,10,Low
,96,BW,Canvas,2016-05-20,2016-05-14,125,3,4,11,12,Medium
Stickers,869,Full Color,Vinyl,2016-05-26,2016-05-25,54,6,7,9,11,Low
Business Cards,,,Vinyl,2015-08-12,2015-08-05,189,3,5,9,10,Medium
Stickers,187,BW,Glossy Paper,2018-03-06,2018-03-01,123,4,5,11,13,Medium
Flyers,108,BW,Matte Paper,2023-08-12,2023-08-08,160,7,9,10,11,Low
Stickers,438,Full Color,Cardboard,2024-07-22,2024-07-18,49,7,9,8,9,Low
Flyers,,,Cardboard,2021-10-31,2021-10-28,,5,7,8,10,Medium
Banners,,BW,Glossy Paper,2018-04-24,2018-04-20,40,5,6,9,11,Medium
Flyers,,Full Color,Vinyl,2015-04-08,2015-04-01,132,5,7,10,12,Low
Business Cards,,BW,Canvas,2020-02-27,2020-02-25,49,4,5,11,12,Medium
Stickers,987,BW,Canvas,2015-02-11,2015-02-08,102,4,6,9,10,Medium
Brochures,,,Glossy Paper,2024-08-29,2024-08-23,62,5,6,11,13,High
,,Full Color,Matte Paper,2016-10-19,2016-10-14,2,6,7,8,10,Medium
Flyers,395,BW,Glossy Paper,2018-05-30,2018-05-28,171,6,7,9,10,
Banners,,BW,Glossy Paper,2017-12-23,2017-12-17,172,6,7,12,14,Medium
Stickers,400,Full Color,Vinyl,2021-12-02,2021-11-28,186,3,4,8,9,Low
Posters,294,Full Color,Matte Paper,2017-06-18,2017-06-13,183,5,7,11,12,Medium
Banners,,BW,Glossy Paper,2020-05-13,2020-05-12,129,3,4,10,11,Low
Stickers,863,Full Color,,2021-09-01,2021-08-31,57,5,7,8,10,Low
Stickers,,Full Color,Canvas,2021-07-28,2021-07-23,174,5,7,10,11,Low
Banners,253,,Canvas,2016-05-25,2016-05-19,47,6,8,10,11,Low
Banners,,Full Color,Matte Paper,2019-03-19,2019-03-12,199,4,6,11,12,Low
Flyers,,Full Color,Glossy Paper,2024-07-13,2024-07-12,111,3,4,10,11,Medium
Flyers,451,BW,Vinyl,2017-07-23,2017-07-22,95,3,5,10,11,High
,137,BW,Matte Paper,2015-05-19,2015-05-14,95,6,8,8,9,Medium
Posters,,BW,Vinyl,2024-12-08,2024-12-06,14,5,7,10,11,Low
Posters,,Full Color,Canvas,2022-06-17,2022-06-12,,3,5,9,11,Medium
Posters,,Full Color,Canvas,2020-02-01,2020-01-27,149,3,5,8,9,
Brochures,,Full Color,Canvas,2018-03-25,2018-03-18,193,5,7,12,13,Low
Business Cards,,Full Color,Cardboard,2024-01-04,2023-12-29,28,3,4,9,10,High
Banners,,Full Color,Glossy Paper,2022-09-15,2022-09-12,181,6,7,8,10,Medium
Posters,,Full Color,Vinyl,2019-09-01,2019-08-27,57,5,6,10,12,High
Business Cards,828,Full Color,Vinyl,2019-08-13,2019-08-10,199,3,5,11,12,Low
Brochures,470,Full Color,Glossy Paper,2024-08-17,2024-08-13,40,3,5,8,9,Medium
Banners,,BW,Glossy Paper,2020-09-27,2020-09-25,31,7,9,8,10,Medium
Business Cards,,,Cardboard,2024-03-31,2024-03-30,94,4,5,8,9,Low
Business Cards,,Full Color,Canvas,2018-03-18,2018-03-12,197,4,6,8,9,Medium
Posters,,BW,Glossy Paper,2024-10-31,2024-10-24,65,6,8,10,11,Medium
,,BW,Glossy Paper,2024-12-21,2024-12-16,29,6,7,10,11,Medium
,429,Full Color,,2024-02-19,2024-02-13,99,7,9,10,11,High
Brochures,,BW,Cardboard,2026-01-14,2026-01-07,61,6,7,10,12,Medium
Stickers,601,BW,Matte Paper,2017-11-04,2017-11-01,143,4,6,11,12,High
Stickers,183,BW,Canvas,2022-08-17,2022-08-15,50,3,5,10,11,Low
Business Cards,645,Full Color,Cardboard,2023-04-14,2023-04-08,79,6,8,11,13,
Stickers,500,Full Color,Vinyl,2016-01-12,2016-01-08,81,5,6,10,12,High
Posters,,BW,Vinyl,2018-10-05,2018-10-03,181,5,7,11,13,High
Posters,,Full Color,Vinyl,2015-04-04,2015-03-31,,6,7,10,11,Medium
,,Full Color,Vinyl,2024-04-12,2024-04-10,159,3,5,10,12,Medium
Banners,272,Full Color,Canvas,2016-06-25,2016-06-23,2,5,6,11,13,Medium
Brochures,,BW,Glossy Paper,2017-05-22,2017-05-18,195,3,5,8,10,Medium
Business Cards,787,Full Color,Matte Paper,2017-01-10,2017-01-09,137,5,6,10,11,Medium
Flyers,,,Glossy Paper,2021-12-27,2021-12-24,,3,4,10,11,Low
Posters,,Full Color,Matte Paper,2023-10-29,2023-10-22,114,3,5,11,12,Medium
Business Cards,294,Full Color,Matte Paper,2017-07-18,2017-07-17,9,3,4,10,11,Low
Posters,182,BW,Glossy Paper,2025-05-28,2025-05-23,148,5,6,10,11,Medium
Brochures,,BW,Canvas,2022-08-16,2022-08-11,132,5,6,9,10,Medium
Banners,,BW,Matte Paper,2023-02-09,2023-02-04,78,5,7,11,12,Medium
Brochures,,Full Color,Matte Paper,2024-12-03,2024-11-27,22,7,8,9,10,High
Flyers,412,,Canvas,2016-01-30,2016-01-25,40,4,6,11,12,Medium
Posters,,BW,Vinyl,2023-01-11,2023-01-09,142,4,5,8,9,Low
,,BW,Glossy Paper,2020-01-18,2020-01-13,85,6,7,9,11,Medium
Flyers,960,Full Color,Canvas,2021-11-03,2021-11-02,144,4,5,9,11,Low
Flyers,,BW,Glossy Paper,2022-11-13,2022-11-11,39,7,8,10,11,High
Business Cards,,BW,Vinyl,2024-02-02,2024-01-27,16,3,5,9,10,Low
Stickers,,BW,Vinyl,2017-05-29,2017-05-26,15,7,9,8,9,Medium
Brochures,936,BW,,2023-10-01,2023-09-26,41,3,4,9,11,High
Flyers,,Full Color,,2016-01-10,2016-01-09,149,6,8,9,10,Low
Stickers,310,BW,Glossy Paper,2021-01-03,2021-01-02,121,5,7,9,11,High
Stickers,,,Canvas,2021-02-09,2021-02-02,196,7,8,9,11,High
Flyers,872,Full Color,Vinyl,2017-05-05,2017-05-02,114,3,4,11,12,Low
Banners,216,,Glossy Paper,2015-03-06,2015-03-04,187,5,6,10,12,High
Business Cards,,Full Color,Matte Paper,2025-10-01,2025-09-30,45,7,8,10,11,Medium
Brochures,134,BW,Vinyl,2022-10-16,2022-10-13,136,5,6,12,13,
Business Cards,,BW,Glossy Paper,2019-01-25,2019-01-24,182,5,6,10,12,High
Business Cards,203,Full Color,Vinyl,2019-06-23,2019-06-22,144,5,7,11,13,Medium
Brochures,620,Full Color,Canvas,2023-09-07,2023-09-06,20,5,6,9,11,Low
Posters,,BW,Matte Paper,2016-01-27,2016-01-20,116,5,6,10,12,Medium
Flyers,,Full Color,Vinyl,2022-11-15,2022-11-10,18,5,6,9,10,High
Brochures,81,Full Color,Matte Paper,2016-04-26,2016-04-20,59,6,8,10,12,Medium
Brochures,764,BW,Matte Paper,2022-07-20,2022-07-19,172,3,4,10,12,Medium
Stickers,,BW,Canvas,2019-08-03,2019-07-27,0,4,6,9,10,Low
Stickers,458,BW,Glossy Paper,2022-09-25,2022-09-19,,7,9,11,13,Medium
Brochures,,BW,Canvas,2023-06-27,2023-06-22,101,6,8,10,12,
Business Cards,,Full Color,Canvas,2024-12-20,2024-12-15,175,5,6,8,9,Medium
Brochures,,Full Color,Cardboard,2016-12-19,2016-12-14,28,5,7,10,11,Medium
Flyers,,Full Color,Vinyl,2015-03-26,2015-03-24,173,4,5,11,13,Medium
Stickers,417,Full Color,Matte Paper,2023-08-24,2023-08-23,181,4,5,9,11,Low
Flyers,950,Full Color,Cardboard,2021-11-15,2021-11-09,72,5,6,8,9,High
Posters,242,Full Color,Vinyl,2020-08-16,2020-08-10,72,4,5,11,13,High
Flyers,700,BW,Glossy Paper,2016-11-18,2016-11-15,149,5,7,12,14,High
Flyers,447,Full Color,Canvas,2025-07-15,2025-07-10,181,3,4,8,10,Low
Stickers,610,BW,Vinyl,2016-03-30,2016-03-24,16,7,9,11,13,High
Brochures,,BW,Cardboard,2016-05-03,2016-05-02,,7,9,9,11,Medium
Brochures,,Full Color,Vinyl,2024-05-14,2024-05-12,77,5,6,11,13,Medium
Brochures,306,BW,Glossy Paper,2023-08-17,2023-08-10,102,5,6,10,12,Low
,177,,Glossy Paper,2021-01-17,2021-01-10,26,4,6,11,13,Medium
Banners,,BW,Canvas,2016-11-06,2016-11-04,188,6,8,11,12,Medium
Stickers,,BW,Glossy Paper,2020-12-11,2020-12-05,,5,6,8,10,Low
Business Cards,,Full Color,Matte Paper,2025-11-09,2025-11-06,73,4,5,8,9,Medium
,602,,Cardboard,2015-09-27,2015-09-25,169,6,7,10,11,
Brochures,,,Vinyl,2017-12-14,2017-12-13,,6,8,8,10,Medium
Stickers,,Full Color,Cardboard,2016-01-28,2016-01-24,150,6,7,10,12,High
Brochures,,BW,Cardboard,2025-06-08,2025-06-02,47,5,6,12,13,Low
Posters,,BW,Cardboard,2020-01-26,2020-01-23,141,5,6,9,11,
Brochures,,,Glossy Paper,2016-09-16,2016-09-15,134,5,6,10,11,Medium
Stickers,657,Full Color,Cardboard,2024-04-04,2024-03-28,9,6,8,9,10,Medium
Brochures,,BW,Cardboard,2023-12-30,2023-12-23,88,6,8,10,12,Low
Brochures,801,BW,Matte Paper,2022-12-15,2022-12-10,116,3,4,9,11,Low
Stickers,910,Full Color,Vinyl,2016-08-06,2016-07-31,167,3,5,9,10,
Flyers,894,BW,Matte Paper,2016-03-13,2016-03-10,3,4,5,11,13,Medium
Banners,186,BW,Vinyl,2024-08-01,2024-07-25,140,6,8,11,13,Medium
,,BW,Canvas,2022-08-21,2022-08-17,138,7,9,11,12,
,,Full Color,Vinyl,2018-08-28,2018-08-22,147,4,5,11,13,
Brochures,309,BW,Matte Paper,2025-09-28,2025-09-26,5,5,6,10,12,Low
Brochures,,BW,Vinyl,2018-09-26,2018-09-20,53,4,5,10,11,High
Brochures,68,BW,,2021-10-21,2021-10-18,113,7,8,9,11,High
Stickers,833,BW,Cardboard,2020-07-17,2020-07-10,146,6,8,8,10,Medium
Flyers,464,BW,Canvas,2015-09-10,2015-09-06,130,6,7,9,10,Low
Banners,56,Full Color,Vinyl,2024-09-28,2024-09-22,57,5,6,9,11,
Flyers,,Full Color,Cardboard,2017-10-23,2017-10-16,112,5,6,9,11,
Banners,,BW,Matte Paper,2017-02-03,2017-01-28,131,4,5,9,10,Low
Brochures,352,BW,,2024-12-15,2024-12-13,53,3,4,10,11,Low
Business Cards,,Full Color,Vinyl,2020-12-21,2020-12-20,175,6,7,9,11,Medium
Posters,,Full Color,Matte Paper,2023-01-31,2023-01-26,174,6,8,10,12,High
Brochures,,Full Color,Cardboard,2021-02-11,2021-02-09,104,7,8,10,12,Medium
Posters,,BW,Canvas,2018-09-16,2018-09-15,185,7,9,11,12,Medium
Business Cards,,Full Color,Canvas,2024-10-20,2024-10-19,21,5,6,8,10,Medium
Brochures,,Full Color,,2023-04-24,2023-04-20,98,6,8,10,12,Low
Brochures,949,Full Color,,2022-02-11,2022-02-06,149,6,8,10,11,Medium
Brochures,512,BW,Vinyl,2020-10-07,2020-10-01,8,6,8,12,14,Low
Business Cards,765,Full Color,Matte Paper,2015-07-26,2015-07-24,1,4,5,9,10,Medium
Banners,,Full Color,Matte Paper,2025-06-21,2025-06-15,187,5,7,9,10,High
Brochures,485,Full Color,Matte Paper,2025-06-23,2025-06-20,132,3,4,9,11,High
Brochures,,BW,Cardboard,2020-03-24,2020-03-21,24,7,9,9,10,Low
Stickers,,BW,Glossy Paper,2017-02-06,2017-01-30,55,5,6,10,11,Low
Flyers,,BW,Glossy Paper,2023-12-06,2023-11-29,28,4,5,11,12,Medium
,,BW,,2020-06-24,2020-06-17,54,5,7,9,10,Medium
Brochures,334,BW,Glossy Paper,2020-04-25,2020-04-19,82,5,6,9,10,Medium
Business Cards,950,Full Color,Matte Paper,2015-12-30,2015-12-26,69,4,6,9,11,Low
Flyers,855,BW,,2019-09-20,2019-09-16,166,3,5,8,9,Low
Banners,154,Full Color,Glossy Paper,2023-12-12,2023-12-11,47,5,6,11,12,Medium
Flyers,,BW,Vinyl,2016-10-31,2016-10-28,163,5,7,11,13,High
Business Cards,113,BW,Vinyl,2016-11-07,2016-11-02,141,6,7,9,10,Medium
Flyers,909,Full Color,Glossy Paper,2015-03-04,2015-03-02,11,5,7,9,11,High
,486,BW,Vinyl,2023-07-22,2023-07-20,139,6,7,11,12,Medium
Brochures,812,BW,,2025-07-30,2025-07-27,87,5,6,8,10,Medium
Flyers,785,,Cardboard,2019-02-03,2019-01-29,80,5,6,10,12,High
,,Full Color,Canvas,2016-11-16,2016-11-12,30,6,8,11,13,High
Stickers,598,BW,Glossy Paper,2022-01-30,2022-01-25,110,5,6,10,12,High
Stickers,945,BW,Matte Paper,2022-11-30,2022-11-25,149,3,4,8,9,High
Banners,,BW,Glossy Paper,2022-05-17,2022-05-16,45,3,4,9,10,
Banners,,Full Color,Vinyl,2016-06-08,2016-06-07,65,6,7,11,12,Low
Business Cards,,Full Color,Glossy Paper,2023-07-17,2023-07-15,37,5,6,8,9,High
Brochures,163,Full Color,Vinyl,2020-05-24,2020-05-22,138,5,6,9,11,Medium
Posters,,Full Color,Matte Paper,2019-10-26,2019-10-20,64,4,5,11,12,Low
Brochures,983,,Glossy Paper,2025-12-13,2025-12-08,115,3,4,11,13,High
Business Cards,842,Full Color,Matte Paper,2022-10-13,2022-10-12,12,3,4,10,11,Low
Banners,118,BW,Cardboard,2020-09-26,2020-09-25,50,4,6,9,11,Medium
Brochures,350,Full Color,Vinyl,2021-03-12,2021-03-11,147,5,6,10,11,Medium
Posters,,Full Color,Canvas,2017-12-22,2017-12-15,73,4,5,9,10,Medium
Business Cards,,Full Color,Vinyl,2015-04-23,2015-04-17,,5,6,9,10,Low
Brochures,,BW,Cardboard,2015-02-24,2015-02-17,104,6,8,11,12,Medium
Business Cards,,Full Color,Vinyl,2015-12-08,2015-12-03,87,4,5,9,10,
Posters,101,Full Color,Canvas,2022-10-24,2022-10-22,141,5,6,8,9,Medium
Flyers,,Full Color,Glossy Paper,2020-08-18,2020-08-17,87,6,8,9,10,Medium
Flyers,605,Full Color,Cardboard,2020-03-06,2020-03-05,25,4,6,10,12,Medium
Flyers,,Full Color,Glossy Paper,2019-09-17,2019-09-12,56,5,7,10,11,Low
Stickers,,BW,Matte Paper,2015-11-06,2015-10-30,27,6,7,11,13,Medium
Stickers,155,,Glossy Paper,2015-03-04,2015-02-25,141,6,7,10,12,Medium
Stickers,,Full Color,Cardboard,2016-06-15,2016-06-09,100,3,4,10,12,Low
Banners,258,BW,Canvas,2015-01-30,2015-01-28,,6,7,10,12,Low
Business Cards,484,Full Color,Glossy Paper,2020-11-02,2020-10-26,122,5,7,9,10,Medium
Flyers,430,Full Color,Matte Paper,2016-01-02,2015-12-31,48,4,6,9,11,Medium
Business Cards,574,Full Color,Vinyl,2016-06-11,2016-06-09,60,5,6,10,12,Low
Business Cards,154,BW,Cardboard,2018-08-31,2018-08-28,0,7,9,8,10,Low
,,Full Color,Canvas,2017-10-30,2017-10-27,23,5,6,9,11,Low
Brochures,,Full Color,Matte Paper,2019-07-08,2019-07-05,159,4,5,10,11,High
Flyers,,,Cardboard,2022-09-05,2022-08-29,17,5,6,10,11,High
Brochures,,Full Color,Matte Paper,2019-11-13,2019-11-10,181,4,5,10,11,High
Brochures,,Full Color,Canvas,2024-03-03,2024-02-28,134,3,5,10,12,High
Flyers,,BW,Matte Paper,2022-10-26,2022-10-24,157,3,5,10,12,High
Banners,,Full Color,Vinyl,2020-03-24,2020-03-21,144,3,4,11,12,Medium
Business Cards,348,Full Color,,2018-05-07,2018-04-30,109,4,5,9,10,High
Banners,,BW,Glossy Paper,2019-07-14,2019-07-13,172,3,5,10,12,Medium
Brochures,309,BW,Glossy Paper,2020-09-11,2020-09-06,40,5,7,8,10,Medium
Banners,,Full Color,Cardboard,2017-11-30,2017-11-28,,4,5,9,11,High
Brochures,,BW,Glossy Paper,2018-07-21,2018-07-20,187,4,6,11,13,Low
Brochures,765,BW,Cardboard,2020-11-10,2020-11-03,174,6,8,9,10,
Business Cards,,Full Color,Glossy Paper,2015-05-08,2015-05-06,133,5,7,9,11,High
Banners,251,BW,,2016-06-24,2016-06-20,60,5,6,10,11,Medium
,,BW,Matte Paper,2024-11-06,2024-11-05,30,4,6,8,9,Medium
Banners,,Full Color,Matte Paper,2020-09-07,2020-09-03,122,4,6,10,11,Medium
,,Full Color,,2024-07-01,2024-06-27,162,3,5,9,11,Low
Flyers,371,BW,Matte Paper,2015-08-24,2015-08-21,57,4,6,9,10,Low
Banners,,Full Color,Canvas,2018-03-20,2018-03-15,130,4,6,11,13,High
Brochures,,Full Color,,2021-04-01,2021-03-25,45,4,5,10,12,
,627,Full Color,Cardboard,2019-02-09,2019-02-02,153,3,5,10,12,Medium
Banners,232,BW,Matte Paper,2016-09-16,2016-09-14,86,3,5,10,11,
Brochures,629,BW,Glossy Paper,2022-08-28,2022-08-27,189,5,7,11,12,Medium
Flyers,,Full Color,Matte Paper,2024-12-07,2024-12-04,195,4,6,10,11,High
Posters,,BW,Cardboard,2022-04-15,2022-04-14,183,4,5,9,11,Low
Banners,,Full Color,Matte Paper,2022-07-08,2022-07-02,123,5,6,9,10,Medium
Flyers,77,BW,Vinyl,2024-04-16,2024-04-14,,5,6,9,10,High
,135,Full Color,Cardboard,2024-08-17,2024-08-15,193,3,5,9,11,High
Flyers,,Full Color,Canvas,2017-05-29,2017-05-26,184,6,8,8,9,Medium
Business Cards,306,BW,Canvas,2025-06-15,2025-06-09,,5,6,9,10,High
Posters,,,Canvas,2018-08-06,2018-08-05,67,3,4,11,12,Medium
Brochures,743,Full Color,Canvas,2022-06-07,2022-06-02,41,6,7,10,12,Medium
Stickers,,Full Color,Vinyl,2019-10-05,2019-09-30,61,6,7,9,10,High
Business Cards,,BW,,2019-03-13,2019-03-07,199,3,4,10,12,Low
Flyers,138,Full Color,Glossy Paper,2024-05-18,2024-05-14,131,4,5,10,12,Low
Stickers,,Full Color,Matte Paper,2024-08-21,2024-08-18,163,6,8,9,10,Medium
,871,Full Color,Matte Paper,2021-07-31,2021-07-25,148,5,7,10,11,Low
Brochures,865,Full Color,,2025-03-31,2025-03-24,52,4,5,8,9,Medium
Stickers,,Full Color,Matte Paper,2018-03-13,2018-03-06,148,4,6,10,11,
Stickers,,Full Color,Glossy Paper,2023-02-01,2023-01-25,119,4,6,9,10,Medium
Business Cards,,BW,Matte Paper,2022-02-06,2022-02-03,60,5,6,10,12,Medium
Brochures,922,BW,Matte Paper,2022-02-13,2022-02-08,161,5,6,10,11,Low
Flyers,,Full Color,Matte Paper,2015-01-13,2015-01-06,70,4,6,10,12,Medium
Stickers,796,,Cardboard,2016-04-14,2016-04-12,144,5,7,10,11,Medium
Flyers,,BW,Cardboard,2015-03-20,2015-03-16,132,5,7,10,11,Low
Business Cards,,BW,Cardboard,2020-02-18,2020-02-14,145,3,4,8,9,Medium
Business Cards,823,BW,Glossy Paper,2015-05-04,2015-04-28,40,4,6,10,12,High
Banners,,Full Color,Canvas,2019-06-19,2019-06-18,178,5,6,11,12,Medium
Stickers,662,,Cardboard,2017-08-10,2017-08-04,88,6,7,11,12,High
Business Cards,,Full Color,Glossy Paper,2019-01-10,2019-01-04,189,5,7,12,14,Low
Brochures,275,BW,Matte Paper,2017-04-28,2017-04-26,,5,6,8,9,High
Flyers,,BW,Canvas,2018-11-19,2018-11-16,121,3,4,9,11,Low
Brochures,,Full Color,Cardboard,2018-12-31,2018-12-29,79,5,6,10,11,High
Business Cards,452,Full Color,Cardboard,2024-03-30,2024-03-25,,5,7,9,10,High
Brochures,,Full Color,Matte Paper,2021-07-06,2021-07-01,166,4,6,8,9,Medium
Banners,,,Canvas,2018-02-17,2018-02-15,87,4,6,10,12,Medium
Business Cards,,,Cardboard,2019-12-20,2019-12-16,,4,5,9,10,Low
Flyers,,BW,Canvas,2015-08-17,2015-08-13,171,3,5,9,11,Medium
Flyers,971,BW,Glossy Paper,2015-04-27,2015-04-23,79,4,5,12,13,Low
Brochures,377,Full Color,Vinyl,2016-07-16,2016-07-12,26,4,6,9,11,High
